Country,Lon,Lat,Specie counts,Year,method of collection,Form,species,link
SOUTH SUDAN,25.77832884,8.102977271,1,1951,Oiled papers,Non-vector (S.),Se. schwetzi,NA
SOUTH SUDAN,30.9105946,8.155081492,1,1951,Oiled papers,Non-vector (S.),Se. schwetzi,NA
SOUTH SUDAN,31.04085515,8.702175812,1,1951,Oiled papers,Non-vector (S.),Se. schwetzi,NA
SOUTH SUDAN,31.17111571,9.249270132,1,1951,Oiled papers,Non-vector (S.),Se. schwetzi,NA
SOUTH SUDAN,32.83845078,10.55187566,1,1951,Oiled papers,Non-vector (S.),Se. schwetzi,NA
SOUTH SUDAN,30.88454249,9.457687016,1,1951,Oiled papers,Non-vector (S.),Se. schwetzi,NA
SOUTH SUDAN,30.54586505,9.640051789,1,1951,Oiled papers,Non-vector (S.),Se. schwetzi,NA
SOUTH SUDAN,28.04486245,4.976724013,1,1951,Oiled papers,Non-vector (S.),Se. schwetzi,NA
SOUTH SUDAN,34.51304728,5.411374791,1,1951,Oiled papers,CL,Ph. Sergenti,NA
SOUTH SUDAN,33.80889189,5.028828234,1,1951,Oiled papers,CL,Ph. longipes,NA
SOUTH SUDAN,34.07884544,5.202957907,1,1951,Oiled papers,VL,Ph .martini,NA
SOUTH SUDAN,34.51304728,5.411374791,1,1951,Oiled papers,VL,Ph. martini,NA
SOUTH SUDAN,31.87472834,9.413087512,1,1951,Oiled papers,CL,Ph. papatasi,NA
SOUTH SUDAN,31.07579695,9.222038701,1,1951,Oiled papers,CL,Ph. papatasi,NA
SOUTH SUDAN,31.87472834,9.100462186,1,1951,Oiled papers,CL,Ph. papatasi,NA
SOUTH SUDAN,32.46524284,9.534664027,1,1951,Oiled papers,CL,Ph. papatasi,NA
SOUTH SUDAN,30.9822379,8.943157834,1,1951,Oiled papers,VL,Ph. rodhaini,NA
SOUTH SUDAN,26.39706646,8.057386077,1,1951,Oiled papers,VL,Ph. rodhaini,NA
SOUTH SUDAN,30.09646615,6.337946785,1,1951,Oiled papers,VL,Ph. rodhaini,NA
SOUTH SUDAN,27.23073399,5.790852465,1,1951,Oiled papers,VL,Ph. rodhaini,NA
SOUTH SUDAN,28.35097475,5.165601814,1,1951,Oiled papers,VL,Ph. rodhaini,NA
SOUTH SUDAN,34.10849116,5.165601814,1,1951,Oiled papers,VL,Ph. rodhaini,NA
SOUTH SUDAN,33.20175772,4.577707255,1,1951,Oiled papers,VL,Ph. alexandri,NA
